PWSID,FacilityID,SamplePointID,HAA.Group,BCAA,BDCAA,DBCAA,DBAA,DCAA,MBAA,MCAA,TBAA,TCAA
TN0000643,99001,211,HAA6Br,1.3625,1.8375,0,0,17.925,0,0.525,0,32.75
TN0000653,30001,DS1,HAA6Br,1.525,1.175,0,0,10.625,0,0.5,0,9.05
TN0000666,99001,206,HAA6Br,3.95,4.3,0.63,0.4525,28.675,0,1.375,0,27.925
TN0000667,99001,203,HAA6Br,2.825,3.15,0.145,0.1025,20.5,0.1,1.675,0,20.75
TN0000687,99001,207,HAA6Br,2.55,2.35,0.19,0,21.925,0.1575,0.675,0,20.65
TN0000699,99001,104,HAA6Br,3.385,3.245,0.34975,0.40675,18.475,0.3035,1.9275,0,15.45
TN0000711,30001,DS1,HAA6Br,1.4,0.41,0.545,0.785,0.69,0,0,0,0.25
TN0000714,99001,105,HAA6Br,1.5525,0.835,0,0,10.3825,0,0,0,9.83
TN0000715,99001,101,HAA6Br,1.675,2.425,0.2725,0,8.375,0,0,0,15.5
TN0000720,3,DS1,HAA6Br,1.025,0.63,1.515,0.19,0.34,0,0,0,0.55
TN0000726,99001,204,HAA6Br,1.4,1.4,0,0,12.85,0,0,0,14.05
TN0000729,99001,222,HAA6Br,2.566666667,2.7,0.443333333,0.1,17.16666667,0,1.166666667,0,14.93333333
TN0000742,99001,104,HAA6Br,2.975,2.8,0.4825,0.32,23.475,0,1,0,19.425
TN0000743,99001,204,HAA6Br,2.325,2.825,0.2075,0.12,18.8,0.1225,0,0,21.275
TN0000745,99001,214,HAA6Br,2.6,2.9475,0.215,0.16,19.675,0,1.1,0,21.3
TN0000754,99001,102,HAA6Br,2.133333333,2.1,0.133333333,0,18.63333333,0,0.866666667,0,19.26666667
TN0000764,99001,203,HAA6Br,1.966666667,1.876666667,0.16,0.243333333,15.5,0.12,1.333333333,0,10.53333333
TN0000765,99001,204,HAA6Br,1.2,0.69,0.635,0.915,1.025,0,0,0,0
TN0000770,99001,208,HAA6Br,2.25,2.3,0.305,0.08,16.625,2.8325,0.8,0,16.35
TN0000790,99001,104,HAA6Br,2.475,2.5275,0.325,0.085,24.15,0.0875,2.65,0,19.25
TN0000791,99001,207,HAA6Br,3.825,3.375,0.6825,0.5375,17.55,0.2175,0,0,13.275
TN0000818,99001,101,HAA6Br,2,2.593333333,0.31,0,19.1,0,0,0,24.73333333
TN0000820,99001,203,HAA6Br,1.8425,1.965,0.58175,0.124,5.495,0,0,0,5.46
TN0000872,99001,202,HAA6Br,2.54,1.07,0.2175,0.4,4.13,0,0,0,4.0975
TX0010001,20002,DBP202,HAA6Br,7.775,4.025,1.8225,2.275,17.05,0,1.025,0,5.6
TX0010015,30001,DS1,HAA6Br,4.75,3,3.25,6.3,2.85,0.73,0,6.05,1.3
TX0020001,3,00DS2,HAA6Br,0,0,0.2425,1.383,0,0,0,1.79,0
TX0030004,24681,DS003,HAA6Br,7.45,7.185,3.375,2.96,8.265,0.4625,0,1.955,9.075
TX0040002,99001,DS004,HAA6Br,9.78,1.42125,1.165,17.55,4.5425,1.1475,3.225,0,0.89175
TX0050003,30001,DS1,HAA6Br,9.175,2.425,0.8075,3.025,16.8,0.3725,1.85,0,3.275
TX0070003,90001,DBP201,HAA6Br,2.1,1.2,1.9,4.5,0.57,0.81,0,2.8,0
TX0110013,3,DBP3,HAA6Br,3.02,1.385,2.355,7.43,0.8975,0.818,0,5.71,0.256
TX0130001,99001,DBP202,HAA6Br,17.85,4.4075,3.2625,13.425,9.945,1.745,2.06,1.4025,3.0925
TX0140002,37660,DBP204DSA,HAA6Br,8.15,3.675,1.65,3.05,8.975,0.2725,0,0,4.625
TX0140004,30001,DS1,HAA6Br,15.025,7.8575,4.88,8.15,19.525,1.8025,2.75,1,8.7
TX0140005,20002,DBP202,HAA6Br,10.35,4.47,3.64,6.81,12.495,0.75075,0,0.6025,2.8625
TX0140006,7,DBP203,HAA6Br,11.718,4.837,3.78325,6.6395,11.3395,0.269,0,0,3.271
TX0140023,37671,DBP204,HAA6Br,9.9,4.15,2.025,2.875,13.5,0.125,0,0,4.5
TX0140107,37689,DBP203,HAA6Br,12.325,4.925,3.025,6.725,12.375,0.1125,0,0,4.05
TX0150009,99001,DBP204,HAA6Br,0.44,0.255,0.33,0.73,0.355,0,0,0,0
TX0150018,90201,DBP202,HAA6Br,5.6,2.266666667,1.933333333,3.22,6.11,0.4,0,0.833333333,2.04
TX0150039,30001,DS1,HAA6Br,0,0,0,0,0,0,0,0,0
TX0150040,99001,DBP202,HAA6Br,1.3,0.64,0.575,0.71,1.15,0,0,0,0.315
TX0150047,8,DS04,HAA6Br,3.46,0.5825,1.085,2.96,3.345,0.7035,0,0,0.6735
TX0150068,99001,DBP201,HAA6Br,2.38,0.354,0.93,3.42,1.45,0.477,0,1.18,0
TX0150084,65012,DBP203,HAA6Br,6.7,2.1,2.1,5.4,6.45,2.08,1.35,2.45,1.075
TX0150114,3,DBP203,HAA6Br,0.6145,0,0,0.9705,0.381,0,0,0,0
TX0150116,2,DBP202,HAA6Br,0.5715,0,0.1555,0.82,0.218,0,0,0,0
TX0150138,1,DBP203,HAA6Br,2.25,0.4275,0.515,2.225,1.88,0.705,0,0,0.205
TX0150178,5,DBP204,HAA6Br,0.99,0,0.6035,1.56,0.515,0,0,0,0
TX0150190,30001,DS1,HAA6Br,1.4,0,0.23,1.95,1.95,0.245,0,0,0
TX0190003,30001,DS1,HAA6Br,1.9775,1.24,0.09,0.11,11.45,0,1.075,0,7.325
TX0190004,30001,DBP203,HAA6Br,3.4975,1.365,0.16675,0.3845,22.645,0,1.1225,0,10.1925
TX0200001,31,DBP101DSA,HAA6Br,1.53,1.145,2.065,2.72,0.486,0.315,0,3.035,0.3485
TX0200002,50001,DBP201,HAA6Br,5.1525,0.73475,0.32225,4.06475,6.615,0.2805,1.7975,0,1.555
TX0200004,90001,DBP204,HAA6Br,12.7425,4.7745,2.31575,4.5025,18.465,1.05325,2.9425,0,7.5525
TX0200005,1,DBP204,HAA6Br,6.615,1.02175,0.33,2.42,12.5675,0.236,0,0,1.9485
TX0200006,99001,DBP203,HAA6Br,5.105,3.07875,2.93625,4.6725,3.1175,0.5765,0,1.7325,2.3565
TX0200008,90001,DBP202,HAA6Br,6.51,2.145,0.5155,2.245,20.6,0.3165,1.0775,0,6.445
TX0200009,30001,DS1,HAA6Br,0,0,0,0.45,0,0,0,0,0
TX0200035,30001,DS2,HAA6Br,6.175,0.95,0.4,3.125,7.4,0.51,0.675,0,1.45
TX0200390,30001,DS1,HAA6Br,0.42,0,0,0.185,0,0,0,0,0
TX0200615,30001,DS1,HAA6Br,0,0,0,0,0,0,0,0,0
TX0210001,2,DBP201,HAA6Br,1.2,0.294,0.473,1.93,0.5475,0.465,0,6.8,0
TX0210002,10003,TS29,HAA6Br,1.1075,0.356,0.891,2.165,0.7095,0,0,6.065,0
TX0210005,201,DBP201,HAA6Br,2.725,2.27,3.04,3.11,1.665,0.63,0,3.215,1.47
TX0210016,11,DS11,HAA6Br,17.46575,9.2025,1.9465,5.31425,28.00375,0.99475,5.2,0,11.07
TX0210017,85000,DS03,HAA6Br,3.2895,1.069,2.566,7.913,1.381,0.8475,0,11.862,0
TX0250002,34433,DBP0201,HAA6Br,9.66,4.4375,3.5225,4.6,6.945,0.64975,0,0.6725,2.955
TX0280001,512,DBP203,HAA6Br,5.8275,2.9975,1.4625,3.2325,9.5425,0.54775,0,0.5425,7.0765
TX0290002,1,DBP203,HAA6Br,12.8175,8.45,5.8125,5.745,18.23,1.203,4.1,2.16,8.24
TX0290007,30001,DS2,HAA6Br,13.25,9.2,5.55,5.775,13.125,1.2925,7.5,1.35,8.875
TX0310001,99001,DBP201,HAA6Br,6.45,2.225,1.1175,20.275,4.6,0.525,0,0.975,1.75
TX0310002,40005,DBP205,HAA6Br,7.8,1.95,1.11,6.775,7.3,0.375,0,0,2.55
TX0310005,49013,DBP201,HAA6Br,4.77,1.13875,1.6925,12.875,3.8925,1.259,0.8975,3.2775,1.2045
TX0310007,91740,DBP206,HAA6Br,12.35,2.61,2.0315,12.0125,7.345,1.016,0,0.56,2.4275
TX0310022,3100,UCMR402,HAA6Br,6.7475,1.2875,0.9525,6.18,4.855,0.45,0,0,1.45
TX0310096,99001,DBP202,HAA6Br,14.775,6.6,6.5675,10.375,13.375,4.375,1.775,1.775,4.7825
TX0320001,30001,DS1,HAA6Br,1.06475,0,0,0.08425,6.39025,0.1125,0,0,0.447
TX0320002,99001,DBP202,HAA6Br,5.59,3.86,4.9,5.85,3.95,0.6195,0,5.065,1.845
TX0370002,99001,DBP202,HAA6Br,4.9,6.633333333,1.566666667,0.726666667,18.46666667,0,1.6,0,17.66666667
TX0370053,30001,DS2,HAA6Br,4.2,4.1,2.45,1.75,3.6,0.155,0,0,4.8
TX0430005,8,9416,HAA6Br,8.9275,2.0775,1.09375,3.5275,11.0725,0.50175,0,0.5525,2.555
TX0430007,5,DBP05,HAA6Br,8.625,3.175,1.9,3.625,11.75,1.275,1.4,0,3.7
TX0430009,2,DS1,HAA6Br,8.9625,4.01,2.425,4.46,12.99,0.691,1.0575,0,3.9375
TX0430011,4,W00005,HAA6Br,7.22,2.8525,1.5525,4.38,10.9975,0.307,1.09,0,3.8625
TX0430025,39025,DBP201,HAA6Br,8.9425,3.8875,2.705,4.5125,11.5675,1.033,9.275,1.275,3.1275
TX0430027,6,DIST,HAA6Br,11.05,5.86,3.015,5.0275,14.45,1.178,0.99,0,4.43
TX0430033,3,DBP201,HAA6Br,6.635,2.08,1.30125,3.2925,9.515,0.53525,1.1575,0.66,2.515
TX0430037,30001,DS1,HAA6Br,7.925,1.95,0.88,3.625,10.875,2.8875,1.325,0,2.825
TX0430039,90001,DBP202,HAA6Br,8.2375,2.29,1.545,3.85,11.205,0.558,2.2175,0,2.45
TX0430042,99001,DBP204,HAA6Br,8.1575,2.6925,1.7775,3.695,11.1775,0.7935,0.7525,0,2.885
TX0440001,30001,DS1,HAA6Br,0.445,0,0.205,1.065,0.225,0,0,0,0
TX0460001,60005,DBP25,HAA6Br,6.875,4.6575,3.1425,3.655,14.4325,0.6365,0,2.045,5.875
TX0460019,99001,PSDBP202,HAA6Br,9.1,3.575,4.075,6.375,6.425,1.25,0,2.475,1.925
TX0460027,30001,DS1,HAA6Br,1.145,0,0.57,0.815,0.51,0,0,0,0
TX0460172,98001,TPDBP201,HAA6Br,4.4,3.5,2.45,3.45,3.7,0.565,0,0,2.25
TX0460211,30001,DS1,HAA6Br,2.44,2.075,2.0675,1.65,1.445,0.2125,0.525,0,1.8725
TX0460220,30001,DS1,HAA6Br,1.1,0.285,0.425,0.93,0.695,0,0,0,0
TX0490001,30061,DS1,HAA6Br,6.859,6.07075,1.90625,2.26725,15.012625,0.56925,0,0,12.38525
TX0490045,30001,DS1,HAA6Br,0,0,0,0.24,0.445,0,0,0,0
TX0500001,90001,DBP202,HAA6Br,9.925,2.85,1.5,4.35,8.075,1.7075,0,0,1.925
TX0560002,30001,DS1,HAA6Br,0,0,0.17,0.155,0,0,0,0,0
TX0570004,75201,DBP2003,HAA6Br,3.71,0.639,0.53525,1.4025,8.3375,0.363,0,0,1.337
TX0570006,90001,DBP204,HAA6Br,3.6,0.8,0.645,1.725,4.525,0.11,0,0.525,0.7075
TX0570007,90001,DS3,HAA6Br,4.05,1,0.685,1.4975,6.15,1.66,0,0,1.06
TX0570010,1,DBP203,HAA6Br,7.0575,2.4475,1.47325,4.5,9.4425,0.613,0.6075,11.3,2.4375
TX0570013,34625,DBP201,HAA6Br,2.6125,0.758,0.5955,1.285,3.4125,0.07925,0,0,0.69325
TX0570014,10003,DBP203,HAA6Br,7.625,2.755,1.655,4.23,10.535,0.559,0,0,2.955
TX0570015,99001,DBP203,HAA6Br,9.505,3.3425,1.68475,4.6075,15.365,0.6305,1.0425,0.64,4.3225
TX0570016,1,DBP202,HAA6Br,3.175,1.02,0.915,1.675,3.175,0,0,1.175,0.4175
TX0570031,1,DBP201,HAA6Br,2.89,0.9065,0.4375,1.957,4.1325,0.24975,0,0,1.06825
TX0570032,8,DSFCT8,HAA6Br,2.7925,0.66325,0.579,1.8125,4.2375,0.16575,0,0,0.633
TX0570034,4,DSDBP04,HAA6Br,4.925,0.995,0.6025,1.305,12.075,0.4575,1.625,0,1.95
TX0570036,75104,DBP201,HAA6Br,4.495,1.00225,0.81875,2.42,5.1825,0.43025,3.825,0,0.742
TX0570040,1,DBP21,HAA6Br,4.7525,0.75025,0.304,1.5175,16.725,0.186,0,0,1.4865
TX0570044,30001,DS1,HAA6Br,3.65,0.675,0.235,1.425,5.15,0.29,0.8,0,0.8225
TX0570047,1,DBP201,HAA6Br,3.5575,0.70525,0.34525,1.3,9.8225,0.11025,0,0,1.0495
TX0570048,99001,DBP208,HAA6Br,9.1,3.23325,1.78075,5.6975,11.2675,0.96925,0,0,3.31225
TX0570050,1,DPD1,HAA6Br,4.895,1.37,0.5615,1.176,15.25,0.37175,1.11,1.2875,2.06
TX0570056,90001,DBP206,HAA6Br,11.2275,4.59,2.43125,5.0725,16.665,0.6955,0,0,4.6975
TX0570057,39421,DBP202,HAA6Br,8.85,3.025,1.925,3.725,11.975,0.1825,0.725,0,3.4
TX0570061,39423,DS01,HAA6Br,3.4425,0.255,0.13125,1.538,7.7425,0.09175,0,0,0.88975
TX0570085,99001,DBP201,HAA6Br,3.005,0.7495,0.816,1.29275,2.56,0.29575,4.61,0.7725,0.38675
TX0570136,6,SSS7,HAA6Br,5.3,1.155,0.65,1.85,16.15,0.13,1.175,0.525,1.7375
TX0590001,99001,DBP201,HAA6Br,0,0,0,1.2,0,0.17,0,0,0
TX0610002,90001,DBP9,HAA6Br,2.56,0.3295,0.52725,1.595,3.3575,0.35425,0,0,0
TX0610004,4,DBP04,HAA6Br,4.99,2.1275,0.49975,1.06825,15.25,0.08525,2.57,0,5.045
TX0610005,30001,DS2,HAA6Br,0.75,0,0,0.695,0.605,0,0,0,0
TX0610023,67891,DBP207,HAA6Br,3.466666667,1.01,0.996666667,2.166666667,4.5,0.343333333,0,0,0.78
TX0610029,20002,DBP202,HAA6Br,3.3,0.8375,0.9425,2.225,3.25,0.21,0,0.525,0.6675
TX0610035,6130,DS05,HAA6Br,8.215,1.9625,1.01425,4.3875,11.53,0.40925,0,0.5525,2.65
TX0610036,2,DBP202,HAA6Br,2.7525,0.75475,0.76675,2.4725,4.88,0.1285,0,0,2.07725
TX0610065,90001,DBP201,HAA6Br,3.26,0.8065,0.99375,3.3775,3.825,0.17375,0,0,0.617
TX0610080,50014,DBP202,HAA6Br,3.3925,0.80825,1.0195,2.5225,3.665,0.1915,0,0,0.67275
TX0610081,35950,DBP201,HAA6Br,7.035,1.99275,1.4465,4.45,17.45,0.505,2.2225,0.5075,2.9
TX0680002,1,DBP202,HAA6Br,11.12,2.33,1.925,12.725,5.5975,1.133,11.2375,0,1.5405
TX0700001,2,DBP202,HAA6Br,6.7275,3.555,1.8825,2.505,6.305,0.3855,0,0,3.4425
TX0700005,90001,DBP1,HAA6Br,12.66,3.0575,1.66,4.1625,14.8425,0.95375,0,0,3.755
TX0700008,2,DBPS02,HAA6Br,11,8.625,2.325,1.24,30.425,0.7725,1.4,0,19.85
TX0700028,30001,DS1,HAA6Br,1,0.805,1.395,1.2,0.29,0.555,0,4.35,0
TX0700031,30001,DS2,HAA6Br,4.375,0.6875,0.32,2.375,4.475,2.0275,3.75,0,1.175
TX0700033,20003,DBP203,HAA6Br,5.7175,3.7475,1.4975,1.9375,18,0.369,0.81,0,9.095
TX0700034,99001,DBP201,HAA6Br,9.125,2.9975,1.669,5.2625,14.04,1.0955,1.82,0.545,3.74
TX0700042,20001,DBP201,HAA6Br,9.05,3.25,1.525,3.6,15.75,0.47,0.575,0,7.45
TX0710002,50413,DBP2DS07,HAA6Br,7.49,5.695,4.96,4.945,6.45,1.02,0.7975,0,2.3925
TX0710005,90000,DS3,HAA6Br,0.481,0,0,2.155,0,0.4815,0,0,0
TX0710018,30001,DS1,HAA6Br,4.8,3.2,4,6.75,2.45,0.785,0,3.05,1.35
TX0710020,3,DBP203,HAA6Br,0.915,0,0.368,1.38,0.556,0.2015,0,1.885,0
TX0710078,30001,DS1,HAA6Br,0,0,0,0.21,0,0,0,0,0
TX0710154,99001,DBP201,HAA6Br,5.56725,3.563,3.2825,3.128,5.92,0.4575,1.455,0,3.525
TX0710187,4,DBP202,HAA6Br,0.38825,0,0.15,0.59,0.38125,0,0,0,0
TX0720001,30001,DS1,HAA6Br,15.75,2.925,1.715,13.675,11.075,1.7,0.55,0,1.925
TX0720002,30001,DBP4,HAA6Br,1.985,0.8125,1.151,2.105,1.561,0.3195,0,1.31,0.2905
TX0740001,30001,DBP201,HAA6Br,4.6525,1.995,0.6215,1.447,10.3975,0.2165,0.5475,0,6.035
TX0750009,30001,DS1,HAA6Br,3.55,3.65,6,3.15,1.35,0.85,1.15,3.7,1.5
TX0790003,10001,DBP202,HAA6Br,6.2,0.88,0.3025,3.085,8,0.54,0,0,1.565
TX0790004,50639,DS0004,HAA6Br,2.075,0.29925,0,2.25775,1.78075,0.09125,0,0,0
TX0790005,40090,DBP201,HAA6Br,2.3175,0,0,1.6825,2.6175,0.32275,1.7725,0,0.50525
TX0790023,90001,DBP203,HAA6Br,7.095,2.7825,1.884,3.2125,8.2225,0.69525,0.6975,0,2.905
TX0790025,30001,DS1,HAA6Br,0,0,0,0,0,0,0,0,0
TX0790028,30001,DBP3,HAA6Br,0.51,0.285,0.175,0.515,0.395,0.165,0,0,0
TX0790038,30001,DS2,HAA6Br,8.375,2.05,0.1125,2.025,23,0.5675,5.125,0,7.75
TX0790051,30001,DS,HAA6Br,0,0,0.33,0.42,0,0,0,0,0
TX0790130,50001,DBP201,HAA6Br,0.452,0,0,0.176,0,0,0,0,0
TX0790132,50718,DBP001,HAA6Br,2.36,0.1765,0.0865,1.735,1.80725,0,0,0,0.1315
TX0790237,23111,DS002,HAA6Br,0.5845,0,0.651,1.155,0.2925,0,0,1,0
TX0790277,30001,DS1,HAA6Br,6.75,1.975,0.475,1.575,15,0.17,0,0.575,4.3
TX0790296,30001,DS2,HAA6Br,0,0,0,0.16,0,0,0,0,0
TX0790307,30001,DS1,HAA6Br,0,0,0,0,0,0,0,0,0
TX0790376,30001,DS1,HAA6Br,7,4.25,3.45,2.95,6.05,0.705,0,1.6,2.5
TX0790433,30001,DS1,HAA6Br,5.45,1.85,0.225,2.35,15.25,0,1.3,0,4.95
TX0790455,30001,DS1,HAA6Br,4.375,1.3875,0.2475,1.385,11.4,0.085,0,0,3.3
TX0790498,30001,DS2,HAA6Br,3.175,0,0.0775,1.75,2.925,0.2225,0,0.6,0.8
TX0800001,30001,DS1,HAA6Br,9.325,6.125,0.885,0.9625,43.5,1.1,4.425,0,24
TX0800003,80003,DBP4247,HAA6Br,3.775,1.55825,0.201,0.423,35.725,0,1.58,0,15.0675
TX0840001,3486,DBP201DSA,HAA6Br,7.3,4.566666667,4.1,5.133333333,4.666666667,1.076666667,0,2.833333333,2.033333333
TX0840002,12345,DBP201,HAA6Br,7.58,2.645,0.281,0.84525,37.025,0,1.805,0,9.74
TX0840003,99001,DBP208,HAA6Br,7.7775,4.5525,5.0525,6.9925,3.83,1.1875,6.96,1.475,1.835
TX0840006,99001,DBP201,HAA6Br,5.1075,3.86,5.23,4.74,2.4225,1.155,2.12,3.96,1.476
TX0840007,99001,DS07,HAA6Br,7.85,4.025,1.9775,2.275,18.1,0.57,0,0.575,5.625
TX0840008,99001,DBP204,HAA6Br,6.233333333,5.533333333,3.133333333,5.066666667,4.933333333,2.733333333,0,1.966666667,3.9
TX0840044,64063,DS01,HAA6Br,7.075,5.15,0.765,0.675,48.55,0.135,3.175,0,25.225
TX0860001,99001,DBP22,HAA6Br,1.36,0.27,0.827,4.375,0.301,0.531,0,1.205,0
TX0900003,51255,DBP03,HAA6Br,4.165,2.1075,3.295,3.755,2.52,0.8865,0,2.805,1.193
TX0910003,51279,2DBP2,HAA6Br,7.34125,0.9695,0.50825,3.398,11.53375,0.46525,1.52925,0,1.246
TX0910006,99002,DBP03,HAA6Br,7.525,3.925,3.975,6.2,5.65,1.3,1.05,1.6,1.81
TX0920003,30001,DBP203,HAA6Br,3.95025,2.80725,1.58375,1.98225,4.3235,0.226,0,0.54,2.295
TX0920004,202,202,HAA6Br,3.333333333,0.923333333,0.24,0.77,10.23333333,0,0,0,1.366666667
TX0940002,51492,DS1,HAA6Br,6.25,5.8,4.77,5.3375,5.11,0.891,0,0.5375,3.695
TX0940003,99001,DBP204,HAA6Br,1.7605,0.401,0.7775,2.546,1.2285,0.329,0,0,0
TX0940015,1,DS3,HAA6Br,6.5,1.266666667,1.556666667,4.133333333,10.9,1.353333333,0.7,0,1.6
TX0940018,40767,DBP203,HAA6Br,6.85475,0.72625,1.10625,4.775,7.16625,0.9205,0.8475,4.775,0.495
TX0940020,99001,DBP202,HAA6Br,1.457,0.23175,0.77475,1.9595,1.21625,0.2005,0,4.8,0.19075
TX0940022,90001,DBP203,HAA6Br,3.96,1.405,1.48,3.0775,4.2875,0.57725,0,0,1.284
TX0950004,20002,DBP2,HAA6Br,5.7025,2.035,3.085,7.565,2.5335,1.05175,0,2.75,1.016
TX1000035,90001,DS01,HAA6Br,0.5625,0.6205,0.3825,0.4285,0.4735,0,0,0,0
TX1010003,35001,MR004,HAA6Br,8.7675,4.7475,1.90175,2.69725,16.75,0.50575,0.6575,0,7.8525
TX1010004,20001,DBP201,HAA6Br,4.975,1.75,0.565,0.995,17.725,2.225,0.55,0,5.375
TX1010007,99001,DBP202,HAA6Br,5.38,1.95,0.2715,0.89775,21.225,0,3.51,0,7.5525
TX1010009,99001,DBP202,HAA6Br,7.605,2.47,0.8085,1.96,17.55,0.3475,3.605,0,5.11
TX1010013,40906,DBP023,HAA6Br,6.125,2.035,0.37825,0.9265,29.35,0.21025,3.0575,0,8.335
TX1010014,12017,DS02,HAA6Br,1.82,0.16575,0.23325,1.08075,4.95025,0,0,0,0.944
TX1010015,54321,DBP202,HAA6Br,6.1475,1.4875,0.59525,1.48575,14.1575,0.248,0.62,0,4.025
TX1010017,20004,DBP204,HAA6Br,0,0,0,0.1915,0.1495,0,0,0,0
TX1010018,30001,DBP204,HAA6Br,6.2475,2.24,0.86175,1.3475,13.5375,0.248,1.52,1.3775,5.01
TX1010026,99001,DBP202,HAA6Br,0.975,0.36,0.53,0.985,0.75,0,0,0,0.405
TX1010027,51773,DBP204,HAA6Br,2.925,1.01125,0.14325,0.95375,6.8275,0,0.695,0,2.63
TX1010056,99001,DBP205DSA,HAA6Br,11.02666667,4.713333333,0.796666667,2.223333333,44.36,0.566666667,3.166666667,0,21.21333333
TX1010062,1,SITE5,HAA6Br,7.195,2.5175,0.43525,1.11425,35.15,0,0.92,0,9.6475
TX1010148,4,DBP201,HAA6Br,2.92275,1.215,0.1745,1.034,9.6775,0.18325,0,0,4.7425
TX1010209,30001,DS1,HAA6Br,0.275,0,0.15,0.22,0.11,0,1.5,0,0
TX1010226,59914,DS03,HAA6Br,5.65,1.775,0.5125,0.6175,28.625,0,0.9,0,8.3
TX1010233,30001,DS1,HAA6Br,1.19,0,0,0,10.2,0,1.15,0,2.1
TX1010237,40993,4,HAA6Br,0.322,0,0.366,0.429,0.25,0,0,0,0
TX1010238,20003,DBP203,HAA6Br,6.475,2.225,0.66,1.225,21.025,0.0975,0.525,0,5.85
TX1010239,10003,DBP203,HAA6Br,5.955,1.8225,0.194,0.87175,25.35,0.16425,0.5375,0,6.475
TX1010277,30001,DS1,HAA6Br,1.715,0.165,0,0.2075,7.925,0.0825,1.5,0,2.075
TX1010278,30004,4,HAA6Br,0.8155,0,0.1795,0.745,0.458,0,0,0,0
TX1010293,10293,DBP204,HAA6Br,4.4625,1.165,0.354,1.2145,22.2725,0.167,1.455,0.575,6.3875
TX1010294,20002,DBP202,HAA6Br,5.9725,1.9725,0.38675,1.945,19.85,0.079,0,0,7.17
TX1010348,41038,DBP202,HAA6Br,1.081,0,0.2765,0.3395,2.225,0,0,0,0.4545
TX1010418,99001,DBP201,HAA6Br,3.875,1.5375,0.875,2.2675,13.965,0.4925,1.175,0.85,3.8
TX1010429,89700,DS04,HAA6Br,1.705,0.29275,0.1005,0.349,19.95,0,1.1925,0,2.955
TX1010503,10233,DS04,HAA6Br,7.2225,1.8775,0.44625,1.637,32.775,0.07875,0.625,0,6.8475
TX1010581,81818,DS03,HAA6Br,0,0,0.1675,0.1655,0.142,0,0,0,0
TX1010593,52119,DBP202,HAA6Br,0.503,0,0.1645,0.578,0.3225,0,0,0,0
TX1010625,30001,DS1,HAA6Br,0.325,0,0,0.165,0.11,0,0,0,0
TX1010670,30001,DS1,HAA6Br,0,0,0,0,0,0,0,0,0
TX1010678,52182,DBP201,HAA6Br,3.62,1.41675,0.315,0.59725,19.2,0.11475,1.89,0,6.19
TX1010715,41206,DBP3,HAA6Br,1.965,0.3865,0.2445,1.37,2.014,0.3395,0,0,0.85
TX1010720,20002,DBP202,HAA6Br,6.3,2.3,0.65,1.65,12.9,0.15,0,0,4.05
TX1010774,90000,DS001,HAA6Br,0,0,0,0,0,0,0,0,0
TX1010884,10884,DS02,HAA6Br,2.4425,0.87875,1.1335,3.46,2.55625,0.441,0.76,1.525,0.46125
TX1011014,30001,DS1,HAA6Br,0,0,0,0,0,0,0,0,0
TX1011019,30001,DS2,HAA6Br,8.17875,2.3595,0.31525,1.72725,26.3525,0.76625,0,0,6.7955
TX1011162,30001,DS1,HAA6Br,0.335,0.465,0,0,5.5,0,1.9,0,8
TX1011249,90001,DBP201,HAA6Br,7.33,1.7225,0.4185,1.75225,29.175,0.09525,0,0,7.05
TX1011430,15721,DS02,HAA6Br,0.5945,0,0.4715,0.6045,0.1495,0,0,0,0
TX1011550,90001,DBP202,HAA6Br,2.57,0.14025,0,0,14.24,0,0.8325,0.5275,2.6725
TX1011613,30001,DS2,HAA6Br,5.925,1.625,0.445,1.525,10.75,0.33,0,0,3.975
TX1011705,30001,DS2,HAA6Br,2.25,0.1325,0,0.1575,17.25,0,1.8,0,3
TX1011783,16803,DBP201,HAA6Br,0.755,1.053,1.0395,0.626,0.675,0,0,0,0.7485
TX1011823,99001,DBP202,HAA6Br,0,0,0,0.346,0,0,0,0,0
TX1011824,30001,DS1,HAA6Br,5.3,1.3775,0.105,1.2425,15.4,0,0,0,4.675
TX1011902,41873,DBP202,HAA6Br,0.545,0,0,0,0.1155,0,0,0,0
TX1012007,41938,DBP4,HAA6Br,2.315,0,0,1.16225,5.17,0.119,0.6375,0,1.0775
TX1012133,30001,DS1,HAA6Br,0.45,0,0,0.155,3.55,0,0,0,0.75
TX1012187,99001,DBP202,HAA6Br,0.1525,0,0.2415,0.529,0.263,0.176,0,0,0
TX1012264,30001,DS1,HAA6Br,0.18,0,0,0.195,0,0.39,0,0,0
TX1012842,13569,DS1,HAA6Br,0.4865,0,0.483,0.558,0.586,0,0,1.02,0
TX1012953,30001,DS1,HAA6Br,1.925,0.1725,0,0,14.25,0.185,0.525,0,2.9
TX1013074,99001,DBP203,HAA6Br,6.056666667,1.496666667,0.347333333,1.366666667,16.59,0,0,0,4.51
TX1013103,30001,DS1,HAA6Br,0,0,0,0,0,0,0,1.1,0
TX1013127,30001,DS1,HAA6Br,0,0,0,0,0,0,0,0,0
TX1013268,30001,DS1,HAA6Br,1.2,0.285,0.455,0.85,0.95,0,0,1.2,0.42
TX1013305,38604,DS02,HAA6Br,0.205,0,0.3275,0.3945,0.1385,0,0,1.035,0
TX1013365,30001,DS2,HAA6Br,0,0,0,0.155,0,0,0,0,0
