PWSID,HAA5_RAAQ95,HAA9_RAAQ95,TTHM_RAAQ95,HAA5_MCL,TTHM_MCL,STG2_MCL
TX1011014,0.0,0.0,0.0,<,<,No Violation
TX1011019,36.7755125,47.206625,34.31625,<,<,No Violation
TX1011162,15.4,16.2,0.0,<,<,No Violation
TX1011249,40.458275,49.8610625,47.56875,<,<,No Violation
TX1011430,0.99375,2.263275,11.37,<,<,No Violation
TX1011550,18.9337125,21.7749875,15.5625,<,<,No Violation
TX1011613,16.8795,24.848375,35.5725,<,<,No Violation
TX1011705,22.192,24.557375,10.10875,<,<,No Violation
TX1011783,1.976775,4.743625,16.0,<,<,No Violation
TX1011823,0.2941,0.2941,1.19,<,<,No Violation
TX1011824,22.75875,29.6935,30.01375,<,<,No Violation
TX1011902,0.285925,0.79395,0.7225,<,<,No Violation
TX1012007,11.0228125,13.0932375,8.4125,<,<,No Violation
TX1012133,4.455,4.905,0.0,<,<,No Violation
TX1012187,0.93765,1.3487,4.655,<,<,No Violation
TX1012264,0.585,0.765,18.95,<,<,No Violation
TX1012842,1.11205,3.0188,5.26,<,<,No Violation
TX1012953,18.49575,20.592125,14.35,<,<,No Violation
TX1013074,22.3667875,30.423775,24.54875,<,<,No Violation
TX1013103,0.0,1.1,0.0,<,<,No Violation
TX1013127,0.0,0.0,0.0,<,<,No Violation
TX1013268,2.22,5.36,6.175,<,<,No Violation
TX1013305,1.92675,3.2862,48.27,<,<,No Violation
TX1013365,0.14725,0.14725,0.0,<,<,No Violation
TX1020002,54.4566,67.2827875,53.14625,<,<,No Violation
TX1020004,17.064625,20.28825,14.05,<,<,No Violation
TX1050001,12.6529375,29.0701625,61.1225,<,<,No Violation
TX1050002,12.35165,28.5563375,54.26,<,<,No Violation
TX1050003,3.312175,8.0838,10.22375,<,<,No Violation
TX1050013,8.056,15.741875,41.25375,<,<,No Violation
TX1050019,15.751,30.278625,44.1075,<,<,No Violation
TX1070005,23.2558125,31.05125,50.599625,<,<,No Violation
TX1070167,47.8818875,62.5436625,66.89625,<,<,No Violation
TX1070190,24.655125,32.10475,23.4075,<,<,No Violation
TX1080001,14.0427125,18.385175,23.7066666666667,<,<,No Violation
TX1080002,24.143025,39.0878875,22.68,<,<,No Violation
TX1080004,12.7139,21.7536,30.2733333333333,<,<,No Violation
TX1080006,13.7224625,23.746225,37.8683333333333,<,<,No Violation
TX1080007,20.4973166666667,44.7773166666667,71.4875,<,<,No Violation
TX1080008,20.472175,35.530625,37.1133333333333,<,<,No Violation
TX1080009,18.28884,30.15363,39.5883333333333,<,<,No Violation
TX1080010,31.6839625,45.8440625,66.1916666666667,<,<,No Violation
TX1080011,13.4791333333333,22.0695166666667,26.7133333333333,<,<,No Violation
TX1080021,2.995425,3.825925,9.64,<,<,No Violation
TX1080022,25.721,52.34225,55.3733333333333,<,<,No Violation
TX1080029,31.12125,46.849375,40.5033333333333,<,<,No Violation
TX1080033,14.759875,25.058775,32.855,<,<,No Violation
TX1080067,114.733075,180.9824625,48.7916666666667,>=,<,Violation
TX1080234,13.4338,25.58615,30.905,<,<,No Violation
TX1090001,22.34685,30.104425,12.1145,<,<,No Violation
TX1090012,4.06545,4.9287,0.0,<,<,No Violation
TX1100002,8.596125,15.325125,11.8475,<,<,No Violation
TX1110001,18.3425,38.73,60.125,<,<,No Violation
TX1110007,9.64755,17.530025,8.78266666666667,<,<,No Violation
TX1120002,24.7696875,32.1807375,39.6766666666667,<,<,No Violation
TX1140001,24.530775,42.885125,57.675,<,<,No Violation
TX1160004,38.227,45.3409375,32.2716666666667,<,<,No Violation
TX1160018,49.401375,66.785975,47.34875,<,<,No Violation
TX1160029,23.9711166666667,36.0093,38.14,<,<,No Violation
TX1170001,0.3685,0.3685,0.0,<,<,No Violation
TX1210001,2.326425,2.369925,1.71166666666667,<,<,No Violation
TX1230001,29.94173,37.64026,30.1916666666667,<,<,No Violation
TX1230006,26.0847125,28.3777875,,<,?,Uncertain (No TTHM Data)
TX1230009,20.9635875,26.9080625,,<,?,Uncertain (No TTHM Data)
TX1230010,30.109525,32.491325,,<,?,Uncertain (No TTHM Data)
TX1230012,61.7901625,68.8235625,,>=,?,Violation
TX1250001,117.0251375,168.55775,,>=,?,Violation
TX1260002,6.4010625,10.3634375,,<,?,Uncertain (No TTHM Data)
TX1260003,47.79725,59.563625,,<,?,Uncertain (No TTHM Data)
TX1260017,11.5255,17.574,,<,?,Uncertain (No TTHM Data)
TX1260018,18.691875,30.592875,,<,?,Uncertain (No TTHM Data)
TX1260022,0.69375,0.83625,,<,?,Uncertain (No TTHM Data)
TX1260034,1.986275,3.294775,,<,?,Uncertain (No TTHM Data)
TX1290002,23.7709,36.0239125,,<,?,Uncertain (No TTHM Data)
TX1290005,59.4505,74.2295,,<,?,Uncertain (No TTHM Data)
TX1290006,16.9064625,24.918175,,<,?,Uncertain (No TTHM Data)
TX1290012,18.9995875,29.4071125,,<,?,Uncertain (No TTHM Data)
TX1290022,17.8525,26.2825,,<,?,Uncertain (No TTHM Data)
TX1300001,22.620525,41.0034,,<,?,Uncertain (No TTHM Data)
TX1330001,61.6104125,90.9319125,,>=,?,Violation
TX1330091,0.21,0.21,,<,?,Uncertain (No TTHM Data)
TX1370001,5.915225,10.6591125,,<,?,Uncertain (No TTHM Data)
TX1390002,53.9767625,62.97265,,<,?,Uncertain (No TTHM Data)
TX1390015,45.8963166666667,53.8194166666667,,<,?,Uncertain (No TTHM Data)
TX1410028,29.7179,50.36725,,<,?,Uncertain (No TTHM Data)
TX1420001,4.79875,5.003,,<,?,Uncertain (No TTHM Data)
TX1440005,2.875,4.410975,,<,?,Uncertain (No TTHM Data)
TX1460003,0.12065,0.12065,,<,?,Uncertain (No TTHM Data)
TX1470003,18.83825,34.77325,,<,?,Uncertain (No TTHM Data)
TX1490016,2.215,5.19,,<,?,Uncertain (No TTHM Data)
TX1520002,9.8383375,18.4892,,<,?,Uncertain (No TTHM Data)
TX1520004,13.667125,22.413875,,<,?,Uncertain (No TTHM Data)
TX1540001,2.03775,4.01375,,<,?,Uncertain (No TTHM Data)
TX1550001,2.32066666666667,2.918,,<,?,Uncertain (No TTHM Data)
TX1550005,22.006375,29.806875,,<,?,Uncertain (No TTHM Data)
TX1550008,17.388125,31.886,,<,?,Uncertain (No TTHM Data)
TX1550010,11.6675,21.7505,,<,?,Uncertain (No TTHM Data)
TX1550028,0.47475,0.649,,<,?,Uncertain (No TTHM Data)
TX1550031,15.1680833333333,29.3267833333333,,<,?,Uncertain (No TTHM Data)
TX1610001,1.99965,2.97495,,<,?,Uncertain (No TTHM Data)
TX1620001,15.798725,37.247475,,<,?,Uncertain (No TTHM Data)
TX1630034,1.5595,3.2705,,<,?,Uncertain (No TTHM Data)
TX1650001,22.1281125,32.52305,,<,?,Uncertain (No TTHM Data)
TX1680001,1.94625,3.162,,<,?,Uncertain (No TTHM Data)
TX1700001,12.29405,22.1132,,<,?,Uncertain (No TTHM Data)
TX1700068,17.312125,23.5185,,<,?,Uncertain (No TTHM Data)
TX1700073,6.584775,9.0560125,,<,?,Uncertain (No TTHM Data)
TX1700101,0.1957,0.1957,,<,?,Uncertain (No TTHM Data)
TX1700169,12.1623375,20.3999125,,<,?,Uncertain (No TTHM Data)
TX1700220,6.725,23.925,,<,?,Uncertain (No TTHM Data)
TX1700334,4.88585,8.696975,,<,?,Uncertain (No TTHM Data)
TX1700348,18.4535375,29.395875,,<,?,Uncertain (No TTHM Data)
TX1700458,11.2237375,17.4752,,<,?,Uncertain (No TTHM Data)
TX1700470,12.369975,19.3365,,<,?,Uncertain (No TTHM Data)
TX1700576,3.055,4.84,,<,?,Uncertain (No TTHM Data)
TX1700638,5.19975,9.254125,,<,?,Uncertain (No TTHM Data)
TX1700670,1.28,2.71,,<,?,Uncertain (No TTHM Data)
TX1700746,2.27,2.49,,<,?,Uncertain (No TTHM Data)
TX1700853,0.0,0.0,,<,?,Uncertain (No TTHM Data)
TX1710001,0.0,0.0,,<,?,Uncertain (No TTHM Data)
TX1740003,17.4735375,23.1456625,,<,?,Uncertain (No TTHM Data)
TX1750002,25.7285125,39.5731875,,<,?,Uncertain (No TTHM Data)
TX1770002,6.344925,10.77385,,<,?,Uncertain (No TTHM Data)
TX1780003,24.6369125,40.63015,,<,?,Uncertain (No TTHM Data)
TX1780005,54.643375,99.305,,<,?,Uncertain (No TTHM Data)
TX1780006,21.537125,35.616625,,<,?,Uncertain (No TTHM Data)
TX1780017,12.2627333333333,21.1358833333333,,<,?,Uncertain (No TTHM Data)
TX1810004,9.760125,29.190175,,<,?,Uncertain (No TTHM Data)
TX1810005,29.3925,61.025,,<,?,Uncertain (No TTHM Data)
TX1820001,19.7335,34.339375,,<,?,Uncertain (No TTHM Data)
TX1820061,6.19,11.4925,,<,?,Uncertain (No TTHM Data)
TX1840005,28.754125,52.047125,,<,?,Uncertain (No TTHM Data)
TX1840008,27.298875,49.844125,,<,?,Uncertain (No TTHM Data)
TX1870002,41.841125,60.98375,,<,?,Uncertain (No TTHM Data)
TX1870073,0.0,0.38,,<,?,Uncertain (No TTHM Data)
TX1870155,0.605,1.855,,<,?,Uncertain (No TTHM Data)
TX1880001,15.314,30.34775,,<,?,Uncertain (No TTHM Data)
TX1890002,0.0,0.0,,<,?,Uncertain (No TTHM Data)
TX1910001,10.975725,23.926225,,<,?,Uncertain (No TTHM Data)
TX1950001,0.52655,0.52655,,<,?,Uncertain (No TTHM Data)
TX1990001,18.5233625,29.6925875,,<,?,Uncertain (No TTHM Data)
TX1990002,17.1925375,32.2687375,,<,?,Uncertain (No TTHM Data)
TX1990006,19.1137,30.886725,,<,?,Uncertain (No TTHM Data)
TX2010001,33.3075833333333,52.5047,,<,?,Uncertain (No TTHM Data)
TX2050005,24.7359875,40.40765,,<,?,Uncertain (No TTHM Data)
TX2080001,21.3601125,32.9384375,,<,?,Uncertain (No TTHM Data)
TX2120004,33.0711875,42.2308,,<,?,Uncertain (No TTHM Data)
TX2120009,2.06,4.5975,,<,?,Uncertain (No TTHM Data)
TX2120017,6.88045,12.642175,,<,?,Uncertain (No TTHM Data)
TX2120025,28.110625,47.671875,,<,?,Uncertain (No TTHM Data)
TX2120063,38.9862,49.496425,,<,?,Uncertain (No TTHM Data)
TX2120082,5.905,10.11,,<,?,Uncertain (No TTHM Data)
TX2140007,21.47155,36.1441,,<,?,Uncertain (No TTHM Data)
TX2140018,30.17365,45.978675,,<,?,Uncertain (No TTHM Data)
TX2200001,6.632625,10.89775,,<,?,Uncertain (No TTHM Data)
TX2200002,37.5162375,54.691925,,<,?,Uncertain (No TTHM Data)
TX2200003,15.340075,25.0764875,,<,?,Uncertain (No TTHM Data)
TX2200011,7.963875,12.123125,,<,?,Uncertain (No TTHM Data)
TX2200012,8.888625,12.2405,,<,?,Uncertain (No TTHM Data)
TX2200013,20.7189375,38.877525,,<,?,Uncertain (No TTHM Data)
TX2200014,9.5175,14.3585,,<,?,Uncertain (No TTHM Data)
TX2200018,17.6435,30.393375,,<,?,Uncertain (No TTHM Data)
TX2200023,7.7035,12.3083333333333,,<,?,Uncertain (No TTHM Data)
TX2200029,24.89,48.2725,,<,?,Uncertain (No TTHM Data)
TX2200031,16.511325,27.5679375,,<,?,Uncertain (No TTHM Data)
TX2200034,6.5407125,9.60055,,<,?,Uncertain (No TTHM Data)
TX2200043,18.385675,30.55135,,<,?,Uncertain (No TTHM Data)
TX2200054,6.8515,12.0418333333333,,<,?,Uncertain (No TTHM Data)
TX2200063,17.16925,28.739375,,<,?,Uncertain (No TTHM Data)
TX2200075,11.403125,17.057875,,<,?,Uncertain (No TTHM Data)
TX2200081,8.8485,14.6875,,<,?,Uncertain (No TTHM Data)
TX2200096,6.24505,11.02995,,<,?,Uncertain (No TTHM Data)
TX2200328,7.278,11.733625,,<,?,Uncertain (No TTHM Data)
TX2210001,25.5579,40.7963375,,<,?,Uncertain (No TTHM Data)
TX2250001,21.124,34.3474625,,<,?,Uncertain (No TTHM Data)
TX2250004,29.7762666666667,44.1974333333333,,<,?,Uncertain (No TTHM Data)
TX2260001,114.6045,254.1295,,>=,?,Violation
TX2270001,19.77875,31.10625,,<,?,Uncertain (No TTHM Data)
TX2270008,0.964125,2.198625,,<,?,Uncertain (No TTHM Data)
TX2270012,21.4066333333333,32.9170833333333,,<,?,Uncertain (No TTHM Data)
TX2270014,20.3016666666667,44.235,,<,?,Uncertain (No TTHM Data)
TX2270027,13.6732625,29.7428875,,<,?,Uncertain (No TTHM Data)
TX2270033,19.998125,44.6005,,<,?,Uncertain (No TTHM Data)
TX2270144,11.7105,18.95175,,<,?,Uncertain (No TTHM Data)
TX2270161,10.8827,23.61855,,<,?,Uncertain (No TTHM Data)
TX2270227,14.836375,25.166375,,<,?,Uncertain (No TTHM Data)
TX2270235,14.1529125,27.2660125,,<,?,Uncertain (No TTHM Data)
TX2270264,19.762625,31.097125,,<,?,Uncertain (No TTHM Data)
TX2320002,0.474,0.474,,<,?,Uncertain (No TTHM Data)
TX2330001,1.3326625,2.598825,,<,?,Uncertain (No TTHM Data)
TX2350002,15.7615875,30.701525,,<,?,Uncertain (No TTHM Data)
TX2360001,15.0758875,26.3275125,,<,?,Uncertain (No TTHM Data)
TX2380006,0.0,0.0,,<,?,Uncertain (No TTHM Data)
TX2390001,46.8305125,56.9662375,,<,?,Uncertain (No TTHM Data)
TX2400001,27.159175,50.938975,,<,?,Uncertain (No TTHM Data)
TX2410002,0.4508,0.7527,,<,?,Uncertain (No TTHM Data)
TX2430001,19.179225,29.787475,,<,?,Uncertain (No TTHM Data)
TX2430005,7.0345625,12.7752375,,<,?,Uncertain (No TTHM Data)
TX2430007,32.3698,44.7753,,<,?,Uncertain (No TTHM Data)
TX2440001,3.137725,4.798925,,<,?,Uncertain (No TTHM Data)
TX2450001,15.5156125,23.9305625,,<,?,Uncertain (No TTHM Data)
TX2460001,20.1230875,30.68445,,<,?,Uncertain (No TTHM Data)
TX2460003,13.6881666666667,34.6458333333333,,<,?,Uncertain (No TTHM Data)
TX2460004,22.2626,45.605325,,<,?,Uncertain (No TTHM Data)
TX2460007,6.4758125,11.2741625,,<,?,Uncertain (No TTHM Data)
TX2460009,24.939525,42.41195,,<,?,Uncertain (No TTHM Data)
TX2460012,11.356625,18.457875,,<,?,Uncertain (No TTHM Data)
TX2460022,23.181625,50.704075,,<,?,Uncertain (No TTHM Data)
TX2460061,16.697,28.3886666666667,,<,?,Uncertain (No TTHM Data)
TX2460110,19.0355,30.9405,,<,?,Uncertain (No TTHM Data)
TX2460164,11.075,29.125,,<,?,Uncertain (No TTHM Data)
TX2470015,3.1761,5.614175,,<,?,Uncertain (No TTHM Data)
TX2490016,165.075,216.375,,>=,?,Violation
TX2500003,43.468125,55.40575,,<,?,Uncertain (No TTHM Data)
TX2500020,24.15225,42.02975,,<,?,Uncertain (No TTHM Data)
TX2530002,17.79125,30.441,,<,?,Uncertain (No TTHM Data)
UTAH02004,0.1463,0.301625,0.0,<,<,No Violation
UTAH02018,5.13,8.105,16.47,<,<,No Violation
UTAH03010,0.0,0.0,0.665,<,<,No Violation
UTAH03017,2.0755,2.7155,0.0,<,<,No Violation
UTAH03020,0.7027,0.9611,0.475,<,<,No Violation
UTAH04012,33.408375,42.125125,58.45875,<,<,No Violation
UTAH06001,18.988125,26.36825,38.13125,<,<,No Violation
UTAH06002,10.0366666666667,14.4233333333333,21.21375,<,<,No Violation
UTAH06003,18.286,28.4525,22.34,<,<,No Violation
UTAH06004,6.7225,11.1841666666667,8.26125,<,<,No Violation
UTAH06006,12.501375,17.0485,28.2225,<,<,No Violation
UTAH06009,19.7256666666667,26.7823333333333,39.805,<,<,No Violation
UTAH06012,12.88575,19.06925,19.12875,<,<,No Violation
UTAH06015,32.0351666666667,36.5108333333333,33.06875,<,<,No Violation
UTAH06018,7.008375,10.766625,20.10125,<,<,No Violation
UTAH06019,11.9,18.018,19.365,<,<,No Violation
UTAH06024,7.431375,10.757375,11.50625,<,<,No Violation
UTAH06043,34.2355,52.3705,51.0,<,<,No Violation
UTAH11002,1.9015,4.32875,4.92,<,<,No Violation
UTAH18006,47.7985,54.426125,49.03875,<,<,No Violation
UTAH18007,27.6095,34.192875,48.515,<,<,No Violation
UTAH18010,6.913125,7.90175,6.42,<,<,No Violation
UTAH18011,24.3912375,30.5074875,47.59375,<,<,No Violation
UTAH18014,16.5475,24.4225,48.2625,<,<,No Violation
UTAH18017,9.2162125,12.625375,31.81875,<,<,No Violation
UTAH18020,37.305125,45.34625,51.03375,<,<,No Violation
UTAH18021,12.7677875,17.0614,35.33375,<,<,No Violation
UTAH18023,37.7652125,44.81195,64.415,<,<,No Violation
UTAH18024,0.862,1.412,2.925,<,<,No Violation
UTAH18025,17.2718333333333,23.5405,53.87,<,<,No Violation
UTAH18026,32.648,40.869625,55.819,<,<,No Violation
UTAH18027,34.2062,41.8026,54.9,<,<,No Violation
UTAH18028,22.120625,28.14625,42.5715,<,<,No Violation
UTAH18032,10.085,14.397,28.74125,<,<,No Violation
UTAH18133,24.434125,31.161625,56.76625,<,<,No Violation
UTAH18157,19.33394375,24.39334375,55.9,<,<,No Violation
UTAH22011,15.5845,21.81,23.15,<,<,No Violation
UTAH23004,1.116925,3.802525,3.55,<,<,No Violation
UTAH25003,0.51775,1.09725,2.41,<,<,No Violation
UTAH25005,3.564275,5.1522,0.0,<,<,No Violation
UTAH25006,2.692,4.88975,10.11,<,<,No Violation
UTAH25007,0.83,1.525,2.1,<,<,No Violation
UTAH25008,0.433575,0.916125,0.0,<,<,No Violation
UTAH25015,3.8534375,5.126525,2.11875,<,<,No Violation
UTAH25016,0.393,0.393,8.735,<,<,No Violation
UTAH25020,26.0745,33.0536666666667,23.530625,<,<,No Violation
UTAH25021,1.19125,2.27995,12.02,<,<,No Violation
UTAH25022,1.01,1.175,1.52,<,<,No Violation
UTAH25137,0.0,0.0,6.945,<,<,No Violation
UTAH25138,5.1686,7.3735,6.458625,<,<,No Violation
UTAH25142,12.83175,17.413625,21.195,<,<,No Violation
UTAH26006,6.91075,11.002975,9.695,<,<,No Violation
UTAH27007,1.04575,2.78425,20.71,<,<,No Violation
UTAH27015,13.516875,24.212,56.695,<,<,No Violation
UTAH27016,8.35675,14.66825,30.805,<,<,No Violation
UTAH27021,12.02595,22.6172625,29.93625,<,<,No Violation
UTAH29004,11.24845,16.7267125,39.94,<,<,No Violation
UTAH29006,0.1925,0.32,5.22,<,<,No Violation
UTAH29010,2.7215,4.2325,0.475,<,<,No Violation
UTAH29011,34.38085,42.135975,37.55875,<,<,No Violation
UTAH29016,12.5260125,16.9288625,14.1075,<,<,No Violation
UTAH29017,46.29425,55.286375,42.56,<,<,No Violation
VA1027061,38.6975,42.86625,72.4875,<,<,No Violation
VA1121052,35.02,38.57725,37.1625,<,<,No Violation
VA1121090,38.928,42.797625,39.5875,<,<,No Violation
VA1191883,41.77875,47.17,52.125,<,<,No Violation
VA1195900,35.97308125,42.98899375,66.625,<,<,No Violation
VA1520070,30.1829125,35.1641,35.8125,<,<,No Violation
VA1750100,30.0,34.578875,46.6375,<,<,No Violation
VA2003053,17.829,22.187,39.387125,<,<,No Violation
VA2015575,5.809325,6.6354125,14.32,<,<,No Violation
VA2065480,27.832375,32.984125,57.1475,<,<,No Violation
VA2069250,23.991025,32.6869,28.6375,<,<,No Violation
VA2165705,2.4785,3.7634875,5.44125,<,<,No Violation
VA2187406,39.080825,47.3336125,52.0675,<,<,No Violation
VA2530125,2.7336625,3.2515625,10.2925,<,<,No Violation
VA2540500,21.31125,25.419875,31.1595,<,<,No Violation
VA2660345,30.70375,34.901,67.315,<,<,No Violation
VA2770900,47.115125,49.72385,54.0425,<,<,No Violation
VA2775300,26.82115625,33.12875625,31.2725,<,<,No Violation
VA2790600,17.158025,20.0742625,28.662875,<,<,No Violation
VA2820775,1.18506666666667,1.5817,4.663,<,<,No Violation
VA2840500,28.22025,33.57175,52.075,<,<,No Violation
VA3095490,1.47015,3.3766,23.045,<,<,No Violation
VA3149247,13.641,16.23175,55.5,<,<,No Violation
VA3550050,36.6052125,46.034775,52.1185,<,<,No Violation
VA3550051,22.288725,28.30085,32.942,<,<,No Violation
VA3550052,27.6574,33.4703875,36.146875,<,<,No Violation
VA3570150,16.8265,19.5811375,44.893875,<,<,No Violation
VA3650350,13.437375,17.3259875,19.31125,<,<,No Violation
VA3670800,21.815125,24.827375,59.01625,<,<,No Violation
VA3700100,8.160875,11.61025,11.2875,<,<,No Violation
VA3700500,20.7759375,24.5593,23.1416666666667,<,<,No Violation
VA3710050,32.5269125,39.5520375,48.69125,<,<,No Violation
VA3710100,29.7228875,37.2517875,45.55625,<,<,No Violation
VA3730750,22.4074625,24.8114,46.1255,<,<,No Violation
VA3740500,29.228775,37.8474625,38.76625,<,<,No Violation
VA3740600,30.169625,39.3363375,38.321,<,<,No Violation
VA3800805,33.99925,43.7077375,50.9,<,<,No Violation
VA3810430,12.1236,14.5877625,38.0525,<,<,No Violation
VA3810900,36.546125,45.254,48.8125,<,<,No Violation
VA3830850,48.1332,55.7973875,62.5625,<,<,No Violation
VA4041845,33.786375,38.44225,43.4375,<,<,No Violation
VA4073311,28.74390625,40.89871875,52.29375,<,<,No Violation
VA4085398,35.2675,39.9775,65.595,<,<,No Violation
VA4087125,25.207125,28.5996,30.25,<,<,No Violation
VA4127530,1.4185,3.0665,6.1,<,<,No Violation
VA4127570,1.4268,2.223325,54.0,<,<,No Violation
VA4760100,26.944,31.6956375,31.35,<,<,No Violation
VA5009250,41.830375,46.0874375,47.45,<,<,No Violation
VA5011050,34.081375,39.21715,57.0,<,<,No Violation
VA5019315,49.1125,54.36125,,<,?,Uncertain (No TTHM Data)
VA5025450,43.90485,50.9718,94.8125,<,>=,Violation
VA5031050,29.2275,33.092125,53.99375,<,<,No Violation
VA5031150,27.001,32.547125,41.17,<,<,No Violation
VA5089852,56.42125,59.865625,76.075,<,<,No Violation
VA5117200,37.8135625,52.9132625,45.75,<,<,No Violation
VA5590100,34.05575,48.5725,76.925,<,<,No Violation
VA5680200,33.863625,37.27275,50.37375,<,<,No Violation
VA5690400,50.894125,53.7838625,87.925,<,>=,Violation
VA6013010,43.2673125,51.51075,47.45,<,<,No Violation
VA6013080,26.669525,34.4113125,43.56625,<,<,No Violation
VA6047500,38.37673125,44.22581875,64.925,<,<,No Violation
VA6059050,17.248,24.668875,21.88625,<,<,No Violation
VA6059450,13.109875,18.617875,24.00375,<,<,No Violation
VA6059455,13.29165,19.110075,22.243375,<,<,No Violation
VA6059501,33.929375,41.4575,55.10625,<,<,No Violation
VA6059550,15.39105,21.5126875,24.3415,<,<,No Violation
VA6059800,29.53455,36.6230875,40.415,<,<,No Violation
VA6061318,5.83,12.4275,27.5,<,<,No Violation
VA6061366,1.7745,2.016,3.5,<,<,No Violation
VA6061600,27.021,31.93,53.7375,<,<,No Violation
VA6099340,2.55,3.27,5.8,<,<,No Violation
VA6107300,33.5734125,45.0566,58.125,<,<,No Violation
VA6107350,13.122875,20.956625,38.57125,<,<,No Violation
VA6137300,43.7675,47.485,45.4333333333333,<,<,No Violation
VA6137999,64.239625,68.131125,45.3145,>=,<,Violation
VA6153251,24.5455,30.88175,43.09,<,<,No Violation
VA6153600,21.709125,28.40725,33.3875,<,<,No Violation
VA6153625,20.802,26.970125,36.945,<,<,No Violation
VA6153675,75.83325,81.0498375,90.75375,>=,>=,Violation
VA6177300,37.24875,40.81225,46.65,<,<,No Violation
VA6179100,40.870125,46.0385125,62.6225,<,<,No Violation
VA6510010,13.099625,19.718625,24.90875,<,<,No Violation
VA6630050,19.6386375,21.5924875,38.225,<,<,No Violation
VA6685100,26.186375,31.536,45.69625,<,<,No Violation
VA6687100,24.7545,30.31975,49.84875,<,<,No Violation
VI0000097,1.653,1.653,,<,?,Uncertain (No TTHM Data)
VI0000443,4.42783333333333,5.59333333333333,,<,?,Uncertain (No TTHM Data)
VI3000002,254.78,269.04,,>=,?,Violation
VT0005016,30.688875,31.006175,52.68875,<,<,No Violation
VT0005053,46.1705,49.53125,59.175,<,<,No Violation
VT0005091,22.872125,24.6876875,,<,?,Uncertain (No TTHM Data)
VT0005102,26.04625,28.3895,,<,?,Uncertain (No TTHM Data)
VT0005116,0.3686,0.3686,0.8,<,<,No Violation
VT0005126,37.68629375,37.89553125,59.525,<,<,No Violation
VT0005229,47.84433125,50.64580625,40.275,<,<,No Violation
VT0005254,17.9325,19.39025,32.06625,<,<,No Violation
VT0005275,3.161025,4.131675,10.2,<,<,No Violation
VT0005290,24.57,28.5125,43.06625,<,<,No Violation
WA5300050,7.84125,10.364625,8.89766666666667,<,<,No Violation
WA5301300,37.0725,37.90625,44.76375,<,<,No Violation
WA5302200,14.23,14.8625,19.9675,<,<,No Violation
WA5302600,18.615,22.78775,15.955,<,<,No Violation
WA5302714,2.575125,4.267775,5.76875,<,<,No Violation
WA5302950,13.30625,15.52625,20.79875,<,<,No Violation
WA5303182,28.300875,30.2535,37.132375,<,<,No Violation
WA5303350,0.495,0.695,15.39375,<,<,No Violation
WA5303420,20.24875,21.2325,26.1225,<,<,No Violation
WA5303468,47.59725,49.73105,57.52625,<,<,No Violation
