PWSID,HAA5_RAAQ95,HAA9_RAAQ95,TTHM_RAAQ95,HAA5_MCL,TTHM_MCL,STG2_MCL
MS0060006,0.9235,1.1785,1.23,<,<,No Violation
MS0060019,4.26,10.16,,<,?,Uncertain (No TTHM Data)
MS0090004,2.88,3.825,5.12,<,<,No Violation
MS0100008,3.99,7.185,10.31,<,<,No Violation
MS0130008,1.10775,1.422,0.0,<,<,No Violation
MS0140002,21.896,39.356,68.24,<,<,No Violation
MS0140013,7.33,18.745,,<,?,Uncertain (No TTHM Data)
MS0170002,0.0,0.0,0.0,<,<,No Violation
MS0170009,0.82775,1.14675,0.0,<,<,No Violation
MS0170010,0.20825,0.20825,0.0,<,<,No Violation
MS0170015,0.314,0.314,0.0,<,<,No Violation
MS0170018,1.12525,1.72875,0.551,<,<,No Violation
MS0170022,1.003,2.791,17.385,<,<,No Violation
MS0180008,2.6325,4.195,23.6,<,<,No Violation
MS0220003,7.7545,13.16975,19.03,<,<,No Violation
MS0220008,6.893,12.26,23.44,<,<,No Violation
MS0230051,0.23,0.445,65.9,<,<,No Violation
MS0240001,11.545,15.225,29.0,<,<,No Violation
MS0240002,34.71475,42.02625,43.9,<,<,No Violation
MS0240003,7.80033333333333,10.4593333333333,28.27775,<,<,No Violation
MS0240005,2.878,4.95975,0.0,<,<,No Violation
MS0240084,17.446,22.72425,24.735,<,<,No Violation
MS0250003,73.2125,76.66625,79.6025,>=,<,Violation
MS0250008,66.315,68.9701,53.93625,>=,<,Violation
MS0250015,15.11475,32.07475,60.7275,<,<,No Violation
MS0250022,99.8075,114.5575,94.10375,>=,>=,Violation
MS0300004,17.5175,25.3075,51.0,<,<,No Violation
MS0300005,5.1125,6.16,15.15,<,<,No Violation
MS0300006,1.59975,3.48775,1.78,<,<,No Violation
MS0300008,0.795,0.795,0.0,<,<,No Violation
MS0300010,21.11,47.7765,70.14125,<,<,No Violation
MS0300156,36.3475,44.7805,57.01625,<,<,No Violation
MS0340021,1.25225,2.61825,3.325,<,<,No Violation
MS0350004,0.0,0.0,0.0,<,<,No Violation
MS0360011,1.354,2.204,5.88,<,<,No Violation
MS0360015,1.38575,1.944,0.0,<,<,No Violation
MS0370006,8.135,11.06475,15.085,<,<,No Violation
MS0370011,7.1925,10.0465,4.38,<,<,No Violation
MS0380005,1.9445,3.378,15.22,<,<,No Violation
MS0380006,1.64,2.29775,1.235,<,<,No Violation
MS0380028,4.29,7.825,,<,?,Uncertain (No TTHM Data)
MS0410015,43.31,47.8076666666667,62.8,<,<,No Violation
MS0410035,0.0,0.0,0.0,<,<,No Violation
MS0420001,3.57775,4.27025,3.22,<,<,No Violation
MS0440003,0.70375,0.95825,2.6315,<,<,No Violation
MS0450002,20.267,25.244,26.0,<,<,No Violation
MS0450006,15.225,19.0625,17.532,<,<,No Violation
MS0450010,34.3133333333333,37.704,69.6266666666667,<,<,No Violation
MS0450013,52.4225,55.02,63.06875,<,<,No Violation
MS0450021,19.60425,23.26925,11.126,<,<,No Violation
MS0450034,5.227,8.1615,6.89,<,<,No Violation
MS0470002,1.275,2.209,7.8,<,<,No Violation
MS0470091,0.0,0.0,,<,?,Uncertain (No TTHM Data)
MS0480001,0.0,0.0,0.0,<,<,No Violation
MS0480007,1.004,1.6975,,<,?,Uncertain (No TTHM Data)
MS0500005,3.71,6.31,,<,?,Uncertain (No TTHM Data)
MS0530012,2.51625,3.85,0.0,<,<,No Violation
MS0530020,4.029,5.698,0.9595,<,<,No Violation
MS0550004,6.589,10.4925,21.65,<,<,No Violation
MS0550005,10.175,12.1717,9.49,<,<,No Violation
MS0550060,5.7475,8.2045,,<,?,Uncertain (No TTHM Data)
MS0570004,1.01425,1.2055,0.0,<,<,No Violation
MS0610003,13.50325,20.54725,26.745,<,<,No Violation
MS0610017,15.75,18.0925,24.995,<,<,No Violation
MS0610036,16.5815,21.992,24.7,<,<,No Violation
MS0610040,0.0,0.0,,<,?,Uncertain (No TTHM Data)
MS0610075,23.0325,29.005,42.56,<,<,No Violation
MS0640021,2.37025,4.655,,<,?,Uncertain (No TTHM Data)
MS0670006,35.8255,42.329,52.1,<,<,No Violation
MS0680008,6.22,9.55,,<,?,Uncertain (No TTHM Data)
MS0740076,0.4475,0.4475,,<,?,Uncertain (No TTHM Data)
MS0750002,34.375,56.325,69.70875,<,<,No Violation
MS0750010,16.3975,24.38125,58.1,<,<,No Violation
MS0760004,19.6075,41.4365,78.315,<,<,No Violation
MS0790007,1.32,1.755,,<,?,Uncertain (No TTHM Data)
MS0810011,0.81,1.47,,<,?,Uncertain (No TTHM Data)
MS0820014,23.185,25.60825,32.5,<,<,No Violation
MT0000153,51.6704375,60.073975,54.6875,<,<,No Violation
MT0000155,35.17275,41.7675,50.5,<,<,No Violation
MT0000161,18.874425,19.44795,28.625,<,<,No Violation
MT0000170,34.92375,37.495,36.4375,<,<,No Violation
MT0000241,47.0546666666667,51.3478333333333,71.5,<,<,No Violation
MT0000259,0.0,0.0,1.33,<,<,No Violation
MT0000291,36.1475,45.09375,55.175,<,<,No Violation
MT0000294,1.3085,2.3845,1.8425,<,<,No Violation
MT0000327,8.377125,8.507125,32.015,<,<,No Violation
MT0000525,38.3293833333333,46.2510333333333,73.4,<,<,No Violation
MT0004204,0.983,2.12925,2.68,<,<,No Violation
MT0004790,15.2598875,15.7202125,23.37125,<,<,No Violation
NC0102015,38.437,42.904725,46.67625,<,<,No Violation
NC0102020,31.77125,35.15275,58.65125,<,<,No Violation
NC0111010,47.73325,50.0964125,43.2375,<,<,No Violation
NC0112010,30.00295,33.151075,55.8825,<,<,No Violation
NC0112015,35.82125,38.0324375,66.72125,<,<,No Violation
NC0113010,67.63575,73.603625,66.74875,>=,<,Violation
NC0113020,83.528125,89.913875,61.945,>=,<,Violation
NC0113025,36.2839625,40.9674875,74.43375,<,<,No Violation
NC0114010,36.92643125,40.81093125,44.77625,<,<,No Violation
NC0114047,35.1205875,38.730525,77.10125,<,<,No Violation
NC0118010,36.98125,40.44625,69.625,<,<,No Violation
NC0118015,25.36375,30.14725,47.05,<,<,No Violation
NC0118020,24.77875,28.0834,75.45625,<,<,No Violation
NC0123010,23.246875,27.72125,40.15,<,<,No Violation
NC0123020,32.2475,36.92175,58.75375,<,<,No Violation
NC0123055,38.42195,42.070075,37.27125,<,<,No Violation
NC0136010,40.347375,47.505225,65.38625,<,<,No Violation
NC0136015,21.7077,27.3177125,60.22625,<,<,No Violation
NC0136020,32.16275,40.13575,50.1,<,<,No Violation
NC0144010,24.9093875,26.518475,31.9,<,<,No Violation
NC0145010,36.92425,38.7091125,45.6875,<,<,No Violation
NC0149010,34.420125,39.42025,75.65,<,<,No Violation
NC0149015,32.0865,40.28225,52.8725,<,<,No Violation
NC0149025,27.02675,31.11675,45.48625,<,<,No Violation
NC0155010,37.02875,42.05475,47.875,<,<,No Violation
NC0155035,43.44675,50.913375,66.11,<,<,No Violation
NC0160010,20.6992125,28.4386875,58.195,<,<,No Violation
NC0161015,0.1145,0.1145,0.0,<,<,No Violation
NC0180010,36.814125,42.82625,67.4225,<,<,No Violation
NC0180065,51.5315,56.892,75.46375,<,<,No Violation
NC0181010,24.5976875,27.7077625,51.2925,<,<,No Violation
NC0181035,28.669375,32.404625,35.32375,<,<,No Violation
NC0184010,51.1122625,57.459225,47.59875,<,<,No Violation
NC0184025,49.27955,56.25075,72.0625,<,<,No Violation
NC0190010,27.190875,34.83175,55.34125,<,<,No Violation
NC0190413,50.27,56.605875,60.94375,<,<,No Violation
NC0195010,27.562125,31.215125,62.7375,<,<,No Violation
NC0195101,53.78249375,59.22473125,53.225,<,<,No Violation
NC0197020,25.8167625,29.18935,54.01875,<,<,No Violation
NC0201010,48.890625,52.99775,50.2625,<,<,No Violation
NC0201015,27.4665,31.0968375,31.45625,<,<,No Violation
NC0201018,24.232625,27.6285875,32.16875,<,<,No Violation
NC0201025,44.405,49.860375,60.375,<,<,No Violation
NC0229010,58.2251666666667,65.5534166666667,83.91625,<,>=,Violation
NC0229020,29.104375,32.0074375,34.1825,<,<,No Violation
NC0229025,36.39525,43.706,54.4915,<,<,No Violation
NC0230015,42.079275,48.4365,55.15,<,<,No Violation
NC0234010,32.02625,36.64875,59.92125,<,<,No Violation
NC0235015,55.83451875,64.12766875,63.5275,<,<,No Violation
NC0235108,32.3608625,45.8197875,80.9125,<,>=,Violation
NC0239107,30.2309125,33.3126,32.625,<,<,No Violation
NC0241010,98.299125,104.1779875,57.75,>=,<,Violation
NC0241020,41.21881875,46.60278125,39.125,<,<,No Violation
NC0273010,30.7778333333333,36.9026666666667,52.9375,<,<,No Violation
NC0276010,55.644375,61.8630875,41.12125,<,<,No Violation
NC0276030,15.5770375,19.711625,30.22,<,<,No Violation
NC0279010,29.3035,39.5025,51.2625,<,<,No Violation
NC0279020,33.51175,37.5562125,45.7625,<,<,No Violation
NC0279040,22.875,33.04375,48.475,<,<,No Violation
NC0285010,54.43575,59.52975,68.23375,<,<,No Violation
NC0286010,35.6916666666667,39.3466666666667,58.2875,<,<,No Violation
NC0291010,45.6633875,57.317475,105.3875,<,>=,Violation
NC0293015,53.719875,67.209875,77.3375,<,<,No Violation
NC0304010,56.985375,63.800875,61.3125,<,<,No Violation
NC0304030,56.91953125,62.48355625,54.60875,<,<,No Violation
NC0309055,6.818,9.4956,8.92,<,<,No Violation
NC0319126,26.1119125,37.4857625,34.597125,<,<,No Violation
NC0326010,33.5804875,48.2585625,52.125,<,<,No Violation
NC0326020,27.834,42.1731875,42.55,<,<,No Violation
NC0326050,21.795,35.7775,41.55,<,<,No Violation
NC0326127,0.2679,0.2679,0.0,<,<,No Violation
NC0326332,0.1805,0.1805,3.705,<,<,No Violation
NC0332010,31.5545,35.8687,58.0625,<,<,No Violation
NC0343010,27.936825,47.511275,47.025,<,<,No Violation
NC0343045,19.5208375,34.1929375,41.74,<,<,No Violation
NC0347025,3.7369,5.061875,20.1382625,<,<,No Violation
NC0351010,30.1646125,35.771375,37.69125,<,<,No Violation
NC0351020,28.7645,36.678275,43.44375,<,<,No Violation
NC0351070,28.590125,36.09475,45.875,<,<,No Violation
NC0353010,50.969875,63.359875,53.6475,<,<,No Violation
NC0353130,40.3076666666667,47.97,95.14125,<,>=,Violation
NC0362010,55.1533333333333,63.2443333333333,78.21125,<,<,No Violation
NC0363010,97.9995,104.16475,20.585,>=,<,Violation
NC0363108,25.82928125,32.60236875,49.375,<,<,No Violation
NC0368010,11.3859875,14.98145,22.93625,<,<,No Violation
NC0368015,38.94375,43.25775,65.39,<,<,No Violation
NC0368020,40.600375,45.415375,50.5875,<,<,No Violation
NC0377109,62.325375,66.765625,50.7875,>=,<,Violation
NC0378010,27.637,33.22125,43.4175,<,<,No Violation
NC0378055,6.038775,9.3195,19.3475,<,<,No Violation
NC0382010,3.5608,5.297425,11.5,<,<,No Violation
NC0382070,3.893,7.372,18.145,<,<,No Violation
NC0383010,2.5628,3.856675,6.948,<,<,No Violation
NC0392010,21.514075,27.84455,43.077125,<,<,No Violation
NC0392020,17.290325,30.2037,47.525,<,<,No Violation
NC0392045,17.63575,29.916675,55.2125,<,<,No Violation
NC0392050,25.35,40.0428333333333,43.3875,<,<,No Violation
NC0392055,30.15,39.432375,43.2025,<,<,No Violation
NC0392373,0.29925,0.6411,1.045,<,<,No Violation
NC0407010,12.386,18.228,19.515,<,<,No Violation
NC0407035,9.24425,16.694,32.48,<,<,No Violation
NC0408085,2.11065,5.710675,26.66,<,<,No Violation
NC0410010,19.56675,24.8885,50.0398333333333,<,<,No Violation
NC0410020,19.9525125,24.197925,57.625,<,<,No Violation
NC0410045,24.013,34.47175,34.65,<,<,No Violation
NC0410070,30.45145,42.3229125,33.225,<,<,No Violation
NC0416040,21.51275,23.256225,32.6075,<,<,No Violation
NC0421015,20.4825,36.83,61.03125,<,<,No Violation
NC0425010,8.93805,14.1267,20.95,<,<,No Violation
NC0425015,28.895,30.8955,29.02,<,<,No Violation
NC0425035,57.1803125,64.2885125,65.0875,<,<,No Violation
NC0425055,15.2905,26.27,62.3625,<,<,No Violation
NC0427010,3.0955,8.3115,31.3,<,<,No Violation
NC0428030,5.408,13.383,23.5325,<,<,No Violation
NC0431025,12.7175,13.95725,5.7,<,<,No Violation
NC0431085,18.645425,21.662325,39.25,<,<,No Violation
NC0433010,33.311125,42.09275,57.51375,<,<,No Violation
NC0433030,0.836,1.57225,0.0,<,<,No Violation
NC0433050,36.7115,45.787875,82.42125,<,>=,Violation
NC0437020,8.49,21.7625,41.8525,<,<,No Violation
NC0442010,24.4291666666667,33.5596666666667,45.3125,<,<,No Violation
NC0442040,41.4415,53.88925,59.715,<,<,No Violation
NC0446015,1.878225,3.564,0.0,<,<,No Violation
NC0446045,2.88475,4.58275,10.0,<,<,No Violation
NC0454010,28.219575,33.488425,34.775,<,<,No Violation
NC0454025,28.1593125,34.8914625,28.6066666666667,<,<,No Violation
NC0454030,28.726975,35.2306,36.0275,<,<,No Violation
NC0464010,28.6735666666667,36.3304333333333,66.07875,<,<,No Violation
NC0465010,18.9396875,30.3167375,53.0475,<,<,No Violation
NC0465015,33.16975,74.00725,77.1705,<,<,No Violation
NC0465232,21.227,31.439275,43.35,<,<,No Violation
NC0467010,14.017,20.17855,40.841375,<,<,No Violation
NC0467035,33.9375,42.05125,76.7991875,<,<,No Violation
NC0467041,17.869775,26.30985,82.10225,<,>=,Violation
NC0467042,16.976375,26.67255,47.0375,<,<,No Violation
NC0467043,32.29165,43.44625,66.533875,<,<,No Violation
NC0469025,47.313275,61.2421,27.69075,<,<,No Violation
NC0470010,39.03225,47.069,76.2,<,<,No Violation
NC0470015,9.96255,16.257,16.99,<,<,No Violation
NC0474010,28.3728125,33.516175,27.2987875,<,<,No Violation
NC0474015,28.601,34.7318,25.80375,<,<,No Violation
NC0474045,22.226,30.316125,36.42625,<,<,No Violation
NC0496010,38.1506375,47.5323625,53.831875,<,<,No Violation
NC0496060,4.4815,7.78925,10.765,<,<,No Violation
NC0496065,6.9471,13.231375,21.4175,<,<,No Violation
NC0498010,40.5845,49.799025,70.16525,<,<,No Violation
NC1057005,0.0,0.0,0.0,<,<,No Violation
NC4051018,32.856,43.13075,69.875,<,<,No Violation
NC4098012,3.4092,6.20785,7.5,<,<,No Violation
NC4392140,0.14725,0.14725,0.0,<,<,No Violation
NC5026019,23.591575,34.4581875,47.28125,<,<,No Violation
NC7071011,18.0513875,28.7452875,52.125,<,<,No Violation
ND0800080,10.369,15.4125,23.565875,<,<,No Violation
ND0801154,12.408,18.166375,49.303625,<,<,No Violation
ND0900336,16.398825,17.6187625,9.22175,<,<,No Violation
ND0900999,15.97725,17.47785,8.880125,<,<,No Violation
ND1600398,2.45,2.95,,<,?,Uncertain (No TTHM Data)
ND1800410,28.7,30.685375,24.55575,<,<,No Violation
ND1801062,0.0,0.0,2.03,<,<,No Violation
ND3000596,16.96,23.385,38.283375,<,<,No Violation
ND3701448,1.04175,1.2905,4.58,<,<,No Violation
ND4500242,29.338625,34.203125,38.097125,<,<,No Violation
ND4700498,2.602025,4.079175,1.42925,<,<,No Violation
ND5100660,14.29465,28.047725,46.41425,<,<,No Violation
ND5301012,8.625375,11.6875,17.45875,<,<,No Violation
NE3101302,7.56375,20.0435,,<,?,Uncertain (No TTHM Data)
NE3101906,11.0623625,38.2576125,42.61375,<,<,No Violation
NE3104309,26.4495,42.782,23.8333333333333,<,<,No Violation
NE3105312,20.24575,34.03075,35.6,<,<,No Violation
NE3105507,27.9901,39.0943375,53.345,<,<,No Violation
NE3106705,3.523575,7.010125,,<,?,Uncertain (No TTHM Data)
NE3107902,9.2065,21.5675,,<,?,Uncertain (No TTHM Data)
NE3110926,19.182,32.6205,35.39625,<,<,No Violation
NE3111910,33.7771,42.327675,,<,?,Uncertain (No TTHM Data)
NE3112703,3.97283333333333,12.086,,<,?,Uncertain (No TTHM Data)
NE3114110,8.1116,17.705375,30.02625,<,<,No Violation
NE3115303,0.12825,0.12825,1.4,<,<,No Violation
NE3115313,39.873475,62.693175,,<,?,Uncertain (No TTHM Data)
NE3115716,5.558275,13.7183,9.478,<,<,No Violation
NH0101010,0.3155,0.3155,6.587,<,<,No Violation
NH0301010,0.87975,0.87975,,<,?,Uncertain (No TTHM Data)
NH0461010,15.248125,16.6752375,31.52,<,<,No Violation
NH0501010,21.30175,27.25575,34.50225,<,<,No Violation
NH0511010,1.25595,1.9552,1.73,<,<,No Violation
NH0609010,0.0,0.0,0.0,<,<,No Violation
NH0611010,3.665675,4.9025375,9.77,<,<,No Violation
NH0651010,2.227675,4.9511,18.8,<,<,No Violation
NH0691010,33.234375,38.063,50.45,<,<,No Violation
NH0801010,61.79625,73.36,118.20125,>=,>=,Violation
NH1051010,8.174625,14.16855,19.295,<,<,No Violation
NH1201010,10.345,16.51,21.6,<,<,No Violation
NH1241010,29.7166666666667,31.7183333333333,41.3925,<,<,No Violation
NH1281010,17.10475,19.19635,64.27475,<,<,No Violation
NH1321010,21.4775,23.5745,61.301,<,<,No Violation
NH1471010,4.6479625,5.91505,8.9025,<,<,No Violation
NH1531010,12.54325,19.17475,24.815,<,<,No Violation
NH1621010,13.78375,20.2675,47.325,<,<,No Violation
NH1951010,38.0635,44.314,57.9375,<,<,No Violation
NH2001010,39.392625,45.09555,85.8375,<,>=,Violation
NH2051010,20.763375,27.523625,38.1125,<,<,No Violation
NH2111010,4.01025,8.85275,21.8333333333333,<,<,No Violation
NH2151010,24.9251125,30.1184125,43.025,<,<,No Violation
NJ0102001,10.265375,14.88125,53.1125,<,<,No Violation
NJ0103001,15.0716666666667,17.0301666666667,13.255,<,<,No Violation
NJ0104003,4.464825,7.44985,5.24,<,<,No Violation
NJ0112001,2.75155,3.804425,20.0625,<,<,No Violation
NJ0113001,0.7855,1.1675,7.489625,<,<,No Violation
NJ0115001,9.425325,13.6663,17.89,<,<,No Violation
NJ0116001,5.87335,8.431275,12.57,<,<,No Violation
NJ0119002,6.6725,9.74325,26.73,<,<,No Violation
NJ0122001,9.75875,13.02575,7.085875,<,<,No Violation
NJ0211001,43.9545,54.69675,77.5125,<,<,No Violation
NJ0217001,18.480625,26.651875,51.7015,<,<,No Violation
NJ0221001,26.80075,35.436375,59.535,<,<,No Violation
NJ0231001,28.880875,39.29425,65.3025,<,<,No Violation
NJ0232001,25.0162625,33.3707625,56.34,<,<,No Violation
NJ0233001,13.32325,20.26125,45.69875,<,<,No Violation
NJ0238001,17.8268375,27.2704625,45.63625,<,<,No Violation
NJ0239001,29.78225,38.536375,48.961625,<,<,No Violation
NJ0242001,2.51225,4.09075,9.0665,<,<,No Violation
NJ0247001,4.686,8.079,18.153875,<,<,No Violation
NJ0248001,13.698625,20.79125,49.9685,<,<,No Violation
NJ0251001,7.6257,12.6824625,35.055,<,<,No Violation
NJ0257001,14.639,22.203875,54.6675,<,<,No Violation
NJ0265001,28.321375,38.089125,64.542125,<,<,No Violation
NJ0303001,0.7405,1.106775,7.15125,<,<,No Violation
NJ0306001,2.115875,4.18355,21.0725,<,<,No Violation
NJ0313001,8.6813375,11.24445,34.5125,<,<,No Violation
NJ0319001,10.0915,14.261875,18.9125,<,<,No Violation
NJ0320001,7.029075,9.25115,11.86625,<,<,No Violation
NJ0322001,5.5655,7.82383333333333,27.82375,<,<,No Violation
NJ0323001,6.213625,7.39916666666667,12.2925,<,<,No Violation
NJ0324001,6.3689875,10.1156125,21.94625,<,<,No Violation
NJ0325001,35.965875,39.35185,60.522375,<,<,No Violation
NJ0327001,12.8905,16.807625,34.1175,<,<,No Violation
NJ0329004,0.768,0.89805,1.455,<,<,No Violation
NJ0338001,2.148125,3.880175,14.39,<,<,No Violation
NJ0405001,8.9720125,12.6359,46.3,<,<,No Violation
NJ0407001,7.7421,12.67045,5.947,<,<,No Violation
NJ0408001,11.473,21.9605,60.4625,<,<,No Violation
NJ0411001,4.32325,5.7574,3.7,<,<,No Violation
NJ0412001,4.68375,8.80105,28.70625,<,<,No Violation
NJ0414001,2.717725,3.7515,3.354,<,<,No Violation
NJ0415002,3.3906375,4.43925,14.87625,<,<,No Violation
NJ0416001,1.8669125,3.4621625,6.58,<,<,No Violation
NJ0424001,2.1478,4.08845,20.23625,<,<,No Violation
NJ0428002,2.3733875,2.930325,6.5725,<,<,No Violation
NJ0436007,13.510725,20.16535,29.155,<,<,No Violation
NJ0501001,6.546125,11.9404,7.85,<,<,No Violation
NJ0502001,1.0339,2.325275,17.22,<,<,No Violation
NJ0508001,8.423,16.306,30.16625,<,<,No Violation
NJ0509001,1.99715,3.706475,3.565,<,<,No Violation
NJ0510001,7.3433,18.09435,25.78,<,<,No Violation
NJ0514001,6.0658,12.9473,45.5375,<,<,No Violation
NJ0601001,4.0181,4.9745,15.75125,<,<,No Violation
NJ0610001,0.9599,1.65445,9.09875,<,<,No Violation
NJ0614003,1.498925,2.341225,8.58625,<,<,No Violation
NJ0701001,80.774375,84.661625,101.1875,>=,>=,Violation
NJ0702001,43.4285,48.266,82.58625,<,>=,Violation
NJ0704001,35.3914125,41.2838875,66.66875,<,<,No Violation
NJ0705001,2.9665,4.91625,17.3235,<,<,No Violation
NJ0710001,45.328425,50.5188,71.5975,<,<,No Violation
NJ0712001,24.49025,29.640375,57.7275,<,<,No Violation
NJ0713001,44.821875,50.7458375,61.065,<,<,No Violation
NJ0714001,91.110125,95.987125,91.86625,>=,>=,Violation
NJ0716001,80.4225,84.97375,71.5425,>=,<,Violation
NJ0717001,4.4226875,11.0169875,23.160375,<,<,No Violation
NJ0719001,10.4325,18.205,44.36875,<,<,No Violation
NJ0720001,31.80375,37.965,73.0975,<,<,No Violation
NJ0721001,27.38975,35.08825,61.38375,<,<,No Violation
NJ0802001,17.403875,22.525125,21.825875,<,<,No Violation
NJ0806001,8.881875,11.9130375,26.6715,<,<,No Violation
NJ0808001,14.9442375,21.95225,54.4125,<,<,No Violation
NJ0810004,7.8569,12.03305,23.61525,<,<,No Violation
NJ0811002,2.522,4.2865,20.9225,<,<,No Violation
NJ0813001,0.331125,1.110025,0.0,<,<,No Violation
NJ0814001,1.8975,2.580025,2.175,<,<,No Violation
NJ0818004,0.0,0.0,1.292,<,<,No Violation
NJ0820001,8.1467,15.5198,45.04,<,<,No Violation
NJ0822001,4.922,6.981,25.4275,<,<,No Violation
NJ0901001,43.142375,50.01155,71.92375,<,<,No Violation
NJ0902001,29.13809375,34.47523125,58.81125,<,<,No Violation
NJ0904001,38.24175,46.948625,63.805,<,<,No Violation
NJ0905001,30.375775,40.414575,49.56625,<,<,No Violation
NJ0906001,34.111025,44.126025,62.1175,<,<,No Violation
NJ0907001,41.231625,46.255875,74.82375,<,<,No Violation
NJ1005001,2.80675,5.58275,23.76625,<,<,No Violation
NJ1101002,1.24745,2.0965,6.74125,<,<,No Violation
NJ1103001,2.61473333333333,4.56841666666667,13.855,<,<,No Violation
NJ1111001,28.2945,34.14135,92.355,<,>=,Violation
NJ1204001,49.529,58.547875,53.285,<,<,No Violation
NJ1205001,24.4235,30.762375,37.86875,<,<,No Violation
NJ1207001,26.0655,33.08825,59.105,<,<,No Violation
NJ1209002,43.9171,52.5526,38.061125,<,<,No Violation
NJ1213002,1.383225,3.730225,14.815875,<,<,No Violation
NJ1214001,42.367,51.275,59.381,<,<,No Violation
NJ1215001,43.895875,51.370875,60.72375,<,<,No Violation
NJ1216001,33.64285,46.8764375,93.19375,<,>=,Violation
NJ1219001,16.8345,22.941875,59.79875,<,<,No Violation
NJ1221004,33.31875,39.4965,60.49375,<,<,No Violation
NJ1223001,43.0905375,51.6210125,53.51375,<,<,No Violation
NJ1225001,30.91225,39.81925,54.772875,<,<,No Violation
NJ1306001,2.1831,2.5612,40.09775,<,<,No Violation
NJ1315001,0.820625,0.820625,4.651875,<,<,No Violation
NJ1316001,17.0250875,29.1824,39.805,<,<,No Violation
NJ1321001,9.719625,11.918125,42.7283333333333,<,<,No Violation
NJ1326001,35.5361333333333,43.5079833333333,44.10125,<,<,No Violation
NJ1326004,13.41915,22.3503625,,<,?,Uncertain (No TTHM Data)
NJ1327001,3.479725,5.526875,11.039,<,<,No Violation
NJ1328002,31.56475,39.022625,51.05,<,<,No Violation
NJ1329001,24.91555625,30.87296875,57.13575,<,<,No Violation
NJ1339001,7.609875,10.318875,76.738125,<,<,No Violation
NJ1340001,10.756,14.01025,34.039125,<,<,No Violation
NJ1345001,17.633,23.399375,88.78125,<,>=,Violation
NJ1348001,22.173525,30.8739,46.453875,<,<,No Violation
NJ1352003,15.038025,23.5845625,39.53625,<,<,No Violation
NJ1352005,18.2633,30.0329875,29.6,<,<,No Violation
NJ1401001,32.0712625,37.4282375,67.06875,<,<,No Violation
NJ1408001,0.492125,0.492125,4.79125,<,<,No Violation
NJ1409001,2.13045,3.703125,16.871125,<,<,No Violation
NJ1410001,10.82425,18.202375,39.31,<,<,No Violation
NJ1414003,2.294375,3.8021,14.25,<,<,No Violation
NJ1416001,31.936,37.525,85.3075,<,>=,Violation
NJ1417001,1.0675,1.95505,7.76925,<,<,No Violation
NJ1421003,11.8288875,17.6892,30.379375,<,<,No Violation
NJ1424001,40.33225,47.2899875,81.75875,<,>=,Violation
NJ1429001,10.8318125,16.798825,38.99375,<,<,No Violation
NJ1431001,37.111775,43.1761125,86.53875,<,>=,Violation
NJ1432001,0.63415,0.87005,,<,?,Uncertain (No TTHM Data)
NJ1432003,0.150675,0.297725,3.36175,<,<,No Violation
NJ1435002,1.957375,4.45025,18.08625,<,<,No Violation
NJ1436002,0.271225,0.271225,6.94375,<,<,No Violation
NJ1503001,1.030825,1.651625,6.446,<,<,No Violation
NJ1504001,4.780225,7.484375,21.72725,<,<,No Violation
NJ1505002,1.323625,4.25985,11.20825,<,<,No Violation
NJ1505004,5.009,6.45865,14.62775,<,<,No Violation
NJ1506001,34.4891,40.8434125,36.75975,<,<,No Violation
NJ1507005,13.00275,14.401875,14.559,<,<,No Violation
NJ1511001,4.053425,6.4096,9.68025,<,<,No Violation
NJ1511300,3.500425,4.82885,17.755625,<,<,No Violation
NJ1512001,0.655,1.2325,7.6975,<,<,No Violation
NJ1514002,15.76525,20.7055,32.683,<,<,No Violation
NJ1515001,0.4695,0.4695,0.994,<,<,No Violation
NJ1516001,3.64045,5.328325,14.265,<,<,No Violation
NJ1517001,3.687,4.89815,3.59,<,<,No Violation
NJ1518004,0.7138,1.163575,6.52,<,<,No Violation
NJ1518005,3.098775,4.02365,14.36625,<,<,No Violation
NJ1520001,2.681975,4.11105,13.97925,<,<,No Violation
NJ1522001,0.992,1.812325,7.6,<,<,No Violation
NJ1524001,24.302875,31.052375,65.52375,<,<,No Violation
NJ1525001,24.04,28.567425,37.81125,<,<,No Violation
NJ1526001,4.00055,5.075625,24.536,<,<,No Violation
NJ1527001,5.2275,6.32225,9.7585,<,<,No Violation
NJ1528001,1.43485,1.94255,3.249,<,<,No Violation
NJ1530004,2.83745,4.095825,7.08775,<,<,No Violation
NJ1533001,0.26605,0.26605,2.84925,<,<,No Violation
NJ1603001,24.7407,33.6427,78.15375,<,<,No Violation
NJ1604001,5.0705,8.2205,28.497875,<,<,No Violation
NJ1605001,35.55875,41.12725,78.15875,<,<,No Violation
NJ1605002,28.911125,36.651625,56.9225,<,<,No Violation
NJ1609001,1.69775,3.147,15.4098125,<,<,No Violation
NJ1612001,26.603,34.6476666666667,62.8325,<,<,No Violation
NJ1613002,11.5485,15.102,12.793375,<,<,No Violation
NJ1614001,40.25125,46.93625,69.0525,<,<,No Violation
NJ1707001,2.250375,3.012375,16.84125,<,<,No Violation
NJ1708001,7.64975,14.3996,48.42875,<,<,No Violation
NJ1808001,25.8338125,33.3086125,50.101125,<,<,No Violation
NJ1906002,1.0393,1.4345,5.415,<,<,No Violation
NJ1918004,3.8375,6.7,28.3525,<,<,No Violation
